"SampleID","avg_NPOC","avg_TN","SRP_uM","SRP_mgL","Q..L.s.","Date","Site","month_year","mean_slope","area_km2","Low","Moderate","High","pct_burned","Moderate_High","Fluoride_mgL","Chloride_mgL","Sulfate_mgL","Bromide_mgL","NitrateN_mgL","time_since","biome_type","ignition_date","burn_period","z_pct_burn","z_mean_slope","z_time_since","z_mod_high"
"R102",0.4707,0.1595,0.01797379497,0.0005566484302209,182.077024,2025-01-11,"bigrock","01.25",30.9356496711913,59.4726369406827,22.36,10.884,2.101,35.345,12.985,0.206225,3.406425,48.1775,0.367125,0.19145,4.32328767123288,"montane",2020-09-06,"older_burn",-0.193060907410932,1.1564904138468,-0.548501162328001,-0.624634321679703
"R103",0.825233333333333,0.176966666666667,1.42072973845657,0.044,16.99008,2025-01-02,"santiago","01.25",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.265166666666667,28.2063333333333,202.757166666667,0.012,0.0826666666666667,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R104",1.24233333333333,0.402566666666667,1.013544464,0.03138947205008,NA,2025-01-04,"strawberry","01.25",25.1517795853814,16.8258371068259,0.295,0.105,0.005,0.406,0.11,0.0737,9.45325,3.6148,0.00275,0.47415,40,"montane",2018-07-25,"older_burn",-1.18821623573105,0.229263106268887,1.71781568763841,-1.06231193627872
"R105",1.46366666666667,0.188833333333333,0.06706896053,0.0020771257076141,50.156132,2025-01-10,"waterman","01.25",26.7884926871036,0.0918231790665108,NA,NA,NA,0.871002977673382,0.871002977673382,0.0982333333333333,12.1888333333333,31.4054333333333,0.254866666666667,0.3641,40,"montane",2021-06-28,"older_burn",-1.17497171840324,0.491648854923686,1.71781568763841,-1.0364421135237
"R106",3.80733333333333,0.2359,3.49800882574535,0.108333333333333,1.63059953039093,2025-01-05,"zuma","01.25",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.2235,111.987,222.21275,0.1325,0.0012,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R107",0.751666666666667,0.07981,0.03613412642,0.0011190738952274,36.9062293333332,2025-01-02,"coldwater","01.25",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.181,6.0335,63.5875,0.9105,0.60525,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R108",3.27766666666667,0.199166666666667,0.5511898869,0.017070350797293,3.73846264400112,2025-01-05,"santaynez","01.25",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,1.16,87.887,635.806,0.034,0.014,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R109",1.00116666666667,0.06302,0.5514981457,0.017079897572329,2.64628860770485,2025-01-07,"pine","01.25",24.3895461968214,3.40247477641918,16.501,35.07,35.53,87.101,70.6,0.6847,11.5010333333333,37.7684333333333,0.433366666666667,0.21615,4.39178082191781,"montane",2020-08-12,"older_burn",1.28108715557129,0.10706748255416,-0.544150223820156,1.33395175716475
"R110",0.3955,0.177233333333333,0.06493725895,0.0020111069096815,197.95213,2025-01-02,"lytle","01.25",29.8006911316897,119.543805261549,NA,NA,NA,9.92384966251227,9.92384966251227,0.382466666666667,1.7924,27.7913666666667,0.31185,0.349433333333333,0.487671232876712,"montane",2024-07-07,"24_25_burn",-0.917122649600968,0.974542248486641,-0.792153718767332,-0.728696222855672
"R111",1.55,0.075865,1.187559164,0.03677870730908,NA,2025-01-07,"pacoima","01.25",29.9230422770682,65.0796153294076,40.406,9.566,0.753,50.725,10.319,0.827333333333333,7.72,138.298166666667,0.0226666666666667,0.0012,8.45205479452055,"montane",2016-07-22,"older_burn",0.245002258379829,0.994156679901121,-0.286226589075093,-0.715263332982303
"R114",1.43433333333333,0.140766666666667,2.60219507,0.0805899813179,21.2209374668341,2025-01-03,"sedgwick","01.25",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.1721,34.5345333333333,34.9766,0.0684333333333333,0.0516,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R115",0.920433333333333,0.0527366666666667,0.5506528664,0.017053719272408,2.73465461215933,2025-01-05,"stunt","01.25",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.2785,33.1326666666667,97.6638333333333,0.0371666666666667,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R116",1.423,0.0795133333333333,0.431388399,0.01336009871703,NA,2025-01-03,"mission","01.25",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.482666666666667,82.3773333333333,344.603,0.021,0.0012,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R117",1.0325,0.06393,0.3492701836,0.010816897586092,0.475402632274759,2025-01-03,"rattlesnake","01.25",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.275,15.1656666666667,287.390333333333,0.0273333333333333,0.0012,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R118",0.8289,0.062355,1.61446561188247,0.05,NA,2025-01-03,"arroyohondo","01.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.594333333333333,71.2976666666667,332.988333333333,0.0596666666666667,0.0012,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R119",0.8029,2.065,0.2294882435,0.007107250901195,NA,2025-01-02,"silverado","01.25",31.1603232297385,48.3780520766323,2.599,2.31,0.137,5.046,2.447,0.566,54.703,539.727,0.00275,7.307,40,"coastal",2020-12-03,"older_burn",-1.05605673707896,1.19250841834637,1.71781568763841,-0.982867075283154
"R120",3.85633333333333,1.66333333333333,0.2679818349,0.008299397426853,7.70467747016952,2025-01-03,"refugio","01.25",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,1.31,211.563833333333,1441.343,0.190333333333333,1.27583333333333,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R121",1.07133333333333,2.26533333333333,0.09969528646,0.0030875630216662,231.896894,2025-01-02,"cajon","01.25",17.0647835935242,152.524925097649,30.09,12.783,2.072,44.945,14.855,0.669,21.8915,121.7275,0.0115,3.489,8.38356164383562,"desert",2016-08-16,"older_burn",0.080372538076149,-1.06718432575761,-0.290577527582938,-0.561064835132118
"R122",1.2765,0.18715,0.1194580001,0.003699614263097,11.32672,2025-02-06,"santiago","02.25.1",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.343333333333333,31.9346666666667,214.705,0.017,0.0606666666666667,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R123",1.923,0.08935,0.5168205757,0.016005933229429,1.73904464509245,2025-02-10,"stunt","02.25.1",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.344833333333333,36.6046666666667,101.679333333333,0.0155,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R124",3.277,1.079,0.05498295657,0.0017028221649729,351.48228,2025-01-14,"santamargarita","01.25",11.3813252796132,1604.16380962895,NA,NA,NA,1.31776257782407,1.31776257782407,0.557333333333333,155.197333333333,294.710666666667,0.053,0.638333333333333,40,"coastal",2024-07-29,"24_25_burn",-1.16224682082265,-1.97831436013857,1.71781568763841,-1.02125479887569
"R125",1.39833333333333,0.145066666666667,2.779824909,0.08609117743173,14.689680463611,2025-02-08,"sedgwick","02.25.1",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.2028,43.92065,41.89415,0.06315,0.036025,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R126",5.46033333333333,0.292133333333333,0.07399699068,0.0022916868013596,2.29352948470586,2025-01-11,"crowder","01.25",15.249258823741,63.4891935874839,18.444,1.707,0.014,20.166,1.721,0.644666666666667,75.1633333333333,38.313,0.0933333333333333,0.0012,8.38356164383562,"desert",2016-08-16,"older_burn",-0.625399060436807,-1.35823583956272,-0.290577527582938,-1.00754699358986
"R127",9.42466666666667,2.78633333333333,6.56164265,0.2032140728705,NA,2025-02-15,"ortega","02.25",14.4730195967755,4.38190316790589,NA,NA,NA,100.000000000041,100.000000000041,0.3135,119.24,240.685,0.0605,4.257,0.312328767123288,"coastal",2024-09-09,"24_25_burn",1.64848486529517,-1.48267677578316,-0.803292121347416,2.3333864654544
"R128",2.02233333333333,0.1024,0.3793433309,0.011748262957973,5.85544581984874,2025-02-08,"rattlesnake","02.25.1",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.404333333333333,17.832,316.475666666667,0.0313333333333333,0.0012,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R129",0.654633333333333,0.150233333333333,0.1603309049,0.004965448124753,8.06401454956714,2025-01-12,"forsee","01.25",28.2041879316069,7.35221658837777,39.679,26.075,6.181,71.936,32.256,0.260366666666667,0.9112,7.03048333333333,0.07142,0.213766666666667,4.32602739726027,"montane",2020-09-05,"older_burn",0.84914775965342,0.71860265409912,-0.548327124787687,0.0304713335387553
"R130",1.2925,1.2545,0.1757857414,0.005444084411158,7.07879416997437,2025-02-06,"silverado","02.25.1",31.1603232297385,48.3780520766323,2.599,2.31,0.137,5.046,2.447,0.5205,48.1455,523.403,0.00275,0.8815,40,"coastal",2020-12-03,"older_burn",-1.05605673707896,1.19250841834637,1.71781568763841,-0.982867075283154
"R131",7.475,0.746066666666667,2.294895409,0.07107291081673,7.96012385370888,2025-02-10,"santaynez","02.25.1",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,1.121,72.6216666666667,714.657666666667,0.0473333333333333,0.00733333333333333,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R132",0.577533333333333,0.0418266666666667,1.6359918200409,0.0506666666666667,1.91388138418914,2025-01-12,"barton","01.25",21.6517976843786,15.2967350399924,20.066,28.683,11.698,60.447,40.381,0.161275,1.294375,7.403625,0.0124,0.01125,9.55068493150685,"montane",2015-06-17,"older_burn",0.521910587236642,-0.331828126156992,-0.216437535409256,0.306675653431339
"R133",2.60833333333333,4.10233333333333,2.8777175,0.089122910975,2.690096,2025-01-14,"diamond","01.25",15.2089878478731,26.5934306170268,NA,NA,NA,0.0046018310315058,0.0046018310315058,0.37275,193.37175,206.562,0.23525,4.628,40,"coastal",2021-06-04,"older_burn",-1.19964911951785,-1.36469178479896,1.71781568763841,-1.06589488145753
"R134",1.153,0.3379,0.3143463444,0.009735306286068,34.2142464137235,2025-01-11,"pallet","01.25",19.8662659314922,38.7877828348892,50.071,17.998,1.485,69.554,19.483,0.2732,3.56175,53.25605,0.5261,0.5905,4.32328767123288,"montane",2020-09-06,"older_burn",0.781302085991938,-0.618071381150827,-0.548501162328001,-0.403738854521302
"R135",0.872966666666667,0.10254,0.1366100707,0.004230813889579,38.22768,2025-02-06,"coldwater","02.25.1",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.15875,6.288,63.81825,0.843,0.55375,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R136",1.41066666666667,0.13,0.4299911554,0.013316826082738,2.67351097562138,2025-02-06,"trabuco","02.25.1",31.6785825231332,35.4384843126044,NA,NA,NA,64.1097489734157,64.1097489734157,0.25425,13.756,240.854,0.0085,0.017,0.312328767123288,"coastal",2024-09-09,"24_25_burn",0.626235386377822,1.27559191816781,-0.803292121347416,1.11331971153646
"R137",0.975533333333333,0.129566666666667,0.2354733857,0.007292610755129,73.8442801325346,2025-01-12,"bear","01.25",14.723938054294,229.250933456905,NA,NA,NA,7.02211989846269,7.02211989846269,0.29184,5.29212,5.84214,0.16368,0.13378,0.320547945205479,"montane",2024-09-06,"24_25_burn",-0.999771604523519,-1.44245138303838,-0.802770008726474,-0.827338720823842
"R138",0.812666666666667,0.5296,0.07932624464,0.0024567337965008,NA,2025-01-12,"mill","01.25",30.0830872411107,107.807914238451,10.913,11.495,6.75,29.158,18.245,0.652333333333333,3.42396666666667,34.6412666666667,0.00275,0.538766666666667,4.32602739726027,"montane",2020-09-05,"older_burn",-0.369283066497241,1.01981390575488,-0.548327124787687,-0.445823894278474
"R139",1.49266666666667,0.07531,0.0574763034,0.001780041116298,215.844808,2025-01-10,"deep","01.25",16.2061012581587,349.285051847973,0.376,0.335,0.021,0.732,0.356,1.896,8.1916,35.02725,0.00275,0.0012,40,"montane",2016-08-07,"older_burn",-1.17893089164472,-1.20484193183681,1.71781568763841,-1.05394931933182
"R140",2.4005,0.13885,1.018340793,0.03153801435921,NA,2025-01-10,"willow","01.25",11.5392255058093,18.2661940993031,1.219,0.476,0.01,1.705,0.486,0.103,69.46925,21.9005,1.77775,0.5345,40,"montane",2003-10-25,"older_burn",-1.15121727263858,-1.95300096280605,1.71781568763841,-1.04953005021354
"R141",3.15666666666667,0.4549,0.2348848198,0.007274382869206,289.486186,2025-01-10,"wfmojave","01.25",17.9076920863017,133.947130888879,3.85,6.078,3.333,13.261,9.411,0.137966666666667,76.9822666666667,31.1013666666667,0.1766,0.684133333333333,8.40821917808219,"montane",2016-08-07,"older_burn",-0.822071762633505,-0.93205546554857,-0.289011189720113,-0.746130228054607
"R142",6.282,0.4197,4.567654855,0.14146027085935,NA,2025-02-10,"zuma","02.25.1",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.415666666666667,116.991333333333,222.983,0.0563333333333333,0.037,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R143",2.384,0.1341,0.590929403,0.01830108361091,3.74513023549149,2025-02-08,"mission","02.25.1",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.580666666666667,80.891,357.274333333333,0.00533333333333333,0.0012,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R144",4.11066666666667,1.36133333333333,0.397065007,0.01229710326679,20.6717863246532,2025-02-08,"refugio","02.25.1",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,1.451,177.502333333333,1171.636,0.0866666666666667,0.786333333333333,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R145",2.647,0.687433333333333,0.4899695513,0.015174357003761,1.64197124462245,2025-02-08,"arroyohondo","02.25.1",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.490666666666667,35.4273333333333,210.471666666667,0.00566666666666667,0.393666666666667,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R146",4.306,0.6645,0.6070898792,0.018801573558824,0,2025-02-16,"wfmojave","02.25.2",17.9076920863017,133.947130888879,3.85,6.078,3.333,13.261,9.411,0.1848,33.494,25.7259,0.604,0.7855,8.40821917808219,"montane",2016-08-07,"older_burn",-0.822071762633505,-0.93205546554857,-0.289011189720113,-0.746130228054607
"R147",1.4275,0.78445,0.3178372787,0.009843420521339,NA,2025-02-20,"mill","02.25",30.0830872411107,107.807914238451,10.913,11.495,6.75,29.158,18.245,0.6835,4.4202,44.0596666666667,0.41985,1.00363333333333,4.32602739726027,"montane",2020-09-05,"older_burn",-0.369283066497241,1.01981390575488,-0.548327124787687,-0.445823894278474
"R148",9.116,1.54033333333333,1.917047954,0.05937097513538,12.2870311727031,2025-03-14,"santaynez","03.25",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,0.756666666666667,53.5683333333333,562.553666666667,0.01,0.269666666666667,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R149",3.473,0.8024,0.6774975345,0.020982098643465,187,2025-02-18,"pacoima","02.25",29.9230422770682,65.0796153294076,40.406,9.566,0.753,50.725,10.319,0.2555,8.072,96.171,0.00275,1.289,8.45205479452055,"montane",2016-07-22,"older_burn",0.245002258379829,0.994156679901121,-0.286226589075093,-0.715263332982303
"R150",2.235,0.2564,0.4259648423,0.013192131166031,7.89771843282121,2025-02-18,"pine","02.25",24.3895461968214,3.40247477641918,16.501,35.07,35.53,87.101,70.6,0.49175,11.635,26.58475,0.017,0.47775,4.39178082191781,"montane",2020-08-12,"older_burn",1.28108715557129,0.10706748255416,-0.544150223820156,1.33395175716475
"R151",1.20166666666667,0.600133333333333,0.02893513819,0.0008961212297443,418.73468,2025-02-18,"bigrock","02.25",30.9356496711913,59.4726369406827,22.36,10.884,2.101,35.345,12.985,0.1345,3.1365,39.42825,0.00275,0.90625,4.32328767123288,"montane",2020-09-06,"older_burn",-0.193060907410932,1.1564904138468,-0.548501162328001,-0.624634321679703
"R152",7.82433333333333,1.867,4.997087806,0.15475980935182,14.6997667380046,2025-02-17,"zuma","02.25.2",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.330666666666667,115.274,257.421333333333,0.0523333333333333,4.296,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R153",2.99733333333333,0.1649,0.386192579,0.01196038417163,6.94693379880141,2025-02-17,"stunt","02.25.2",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.294166666666667,34.5825,117.721166666667,0.0183333333333333,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R154",3.96433333333333,0.7856,0.4818609961,0.014923235049217,NA,2025-02-16,"willow","02.25",11.5392255058093,18.2661940993031,1.219,0.476,0.01,1.705,0.486,0.100433333333333,73.2742,16.3634666666667,0.886166666666667,0.737466666666667,40,"montane",2003-10-25,"older_burn",-1.15121727263858,-1.95300096280605,1.71781568763841,-1.04953005021354
"R155",9.49466666666667,1.96333333333333,5.991394389,0.18555348422733,4417.4208,2025-02-15,"santamargarita","02.25",11.3813252796132,1604.16380962895,NA,NA,NA,1.31776257782407,1.31776257782407,0.315333333333333,156.411833333333,214.656666666667,0.0751666666666667,3.745,40,"coastal",2024-07-29,"24_25_burn",-1.16224682082265,-1.97831436013857,1.71781568763841,-1.02125479887569
"R156",1.26766666666667,0.311666666666667,0.171744835,0.00531893753995,22.3011329740896,2025-02-18,"pallet","02.25",19.8662659314922,38.7877828348892,50.071,17.998,1.485,69.554,19.483,0.3025,3.7855,51.5555,0.00275,0.69225,4.32328767123288,"montane",2020-09-06,"older_burn",0.781302085991938,-0.618071381150827,-0.548501162328001,-0.403738854521302
"R157",8.15,6.56933333333333,7.392560475,0.22894759791075,62.013792,2025-02-15,"diamond","02.25",15.2089878478731,26.5934306170268,NA,NA,NA,0.0046018310315058,0.0046018310315058,0.469625,225.476875,297.753875,0.121125,9.013875,40,"coastal",2021-06-04,"older_burn",-1.19964911951785,-1.36469178479896,1.71781568763841,-1.06589488145753
"R158",2.54066666666667,0.1251,0.7253200786,0.022463162834242,8.31525036617445,2025-03-14,"stunt","03.25",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.594,54.8685,185.382,0.023,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R159",7.629,0.881333333333333,0.1662730876,0.005149477522972,2.50298429097763,2025-02-18,"government","02.25",23.4870495927586,6.41384466375615,NA,NA,NA,99.9999999999946,99.9999999999946,0.262,25.7635,82.11475,1.09,1.07325,0.315068493150685,"montane",2024-09-08,"24_25_burn",1.64848486529383,-0.0376141032816549,-0.803118083807102,2.33338646545281
"R160",14.94,2.575,2.53443226,0.0784913670922,0.424028716509748,2025-02-17,"topanga","02.25",22.6053601073068,50.5116383921508,NA,NA,NA,18.5553946879625,18.5553946879625,0.60375,118.74925,668.69325,0.0515,0.34425,0,"coastal",2025-01-07,"24_25_burn",-0.671273368748286,-0.178960045632785,-0.82313240094319,-0.435272219978539
"R161",0.8709,0.4783,0.6146143615,0.019034606775655,986.295926153845,2025-02-16,"lytle","02.25",29.8006911316897,119.543805261549,NA,NA,NA,9.92384966251227,9.92384966251227,0.257266666666667,2.18813333333333,34.1512666666667,0.80885,0.737433333333333,0.487671232876712,"montane",2024-07-07,"24_25_burn",-0.917122649600968,0.974542248486641,-0.792153718767332,-0.728696222855672
"R162",2.54633333333333,0.658233333333333,0.2244162107,0.006950170045379,148.415428,2025-02-15,"coldwater","02.25.2",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.158266666666667,8.23036666666667,72.2382333333333,0.3261,1.03706666666667,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R163",7.41766666666667,0.945566666666667,0.4119908038,0.012759355193686,7.71267455287327,2025-02-16,"crowder","02.25",15.249258823741,63.4891935874839,18.444,1.707,0.014,20.166,1.721,0.644,86.70425,55.575,0.153,1.74875,8.38356164383562,"desert",2016-08-16,"older_burn",-0.625399060436807,-1.35823583956272,-0.290577527582938,-1.00754699358986
"R164",17.6,3.94033333333333,2.418877711,0.07491264270967,NA,2025-02-15,"trabuco","02.25.2",31.6785825231332,35.4384843126044,NA,NA,NA,64.1097489734157,64.1097489734157,0.2255,14.595,226.026,0.0545,3.4935,0.312328767123288,"coastal",2024-09-09,"24_25_burn",0.626235386377822,1.27559191816781,-0.803292121347416,1.11331971153646
"R165",2.83566666666667,1.79633333333333,0.3297589622,0.010212635059334,533.24074,2025-02-16,"cajon","02.25",17.0647835935242,152.524925097649,30.09,12.783,2.072,44.945,14.855,0.79825,25.06,110.708,0.01075,3.0175,8.38356164383562,"desert",2016-08-16,"older_burn",0.080372538076149,-1.06718432575761,-0.290577527582938,-0.561064835132118
"R166",7.47,1.618,1.525076713,0.04723162580161,427.58368,2025-02-15,"santiago","02.25.2",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.16375,18.925,189.003,0.008,2.62875,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R167",10.16,1.98066666666667,1.998581632,0.06189607314304,9.15236375450599,2025-02-17,"santaynez","02.25.2",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,0.75,63.2573333333333,680.327333333333,0.0133333333333333,0.551666666666667,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R168",4.08966666666667,0.326733333333333,0.8639802402,0.026757468038994,1.65191759345164,2025-04-19,"santaynez","04.25",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,0.923,55.0466666666667,645.461666666667,0.0236666666666667,0.0166666666666667,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R169",4.11466666666667,1.514,0.6585939844,0.020396655696868,121.748741593146,2025-02-15,"silverado","02.25.2",31.1603232297385,48.3780520766323,2.599,2.31,0.137,5.046,2.447,0.574666666666667,41.6523333333333,628.299666666667,0.011,0.942666666666667,40,"coastal",2020-12-03,"older_burn",-1.05605673707896,1.19250841834637,1.71781568763841,-0.982867075283154
"R170",9.5125,0.2802,1.618991237,0.05014015860989,2.01644537584161,2025-02-20,"james","02.25",23.0698825511274,2.79902495642221,NA,NA,NA,0,0,0.22525,6.87156666666667,3.38078333333333,0.2194,0.00753333333333333,40,"montane",1984-01-01,"older_burn",-1.19978019186311,-0.10449124040321,1.71781568763841,-1.06605131784034
"R171",3.13266666666667,1.78866666666667,0.3958669133,0.012259998304901,166.431992,2025-02-16,"waterman","02.25",26.7884926871036,0.0918231790665108,NA,NA,NA,0.871002977673382,0.871002977673382,0.231433333333333,17.5694666666667,47.3504,0.545866666666667,2.6005,40,"montane",2021-06-28,"older_burn",-1.17497171840324,0.491648854923686,1.71781568763841,-1.0364421135237
"R172",1.03166666666667,0.2067,0.2116876286,0.006555965857742,28.562745745283,2025-02-20,"forsee","02.25",28.2041879316069,7.35221658837777,39.679,26.075,6.181,71.936,32.256,0.310766666666667,1.53573333333333,7.41346666666667,0.0169666666666667,0.238966666666667,4.32602739726027,"montane",2020-09-05,"older_burn",0.84914775965342,0.71860265409912,-0.548327124787687,0.0304713335387553
"R173",2.04833333333333,0.126366666666667,0.408917934,0.01266418841598,NA,2025-02-22,"mission","02.25.2",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.580666666666667,68.8903333333333,304.168333333333,0.00666666666666667,0.0012,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R174",9.616,1.9465,2.802010297,0.08677825889809,NA,2025-03-14,"topanga","03.25",22.6053601073068,50.5116383921508,NA,NA,NA,18.5553946879625,18.5553946879625,0.659,94.7256666666667,545.415666666667,0.0253333333333333,0.681666666666667,0,"coastal",2025-01-07,"24_25_burn",-0.671273368748286,-0.178960045632785,-0.82313240094319,-0.435272219978539
