"SampleID","avg_NPOC","avg_TN","SRP_uM","SRP_mgL","Q..L.s.","Date","Site","month_year","mean_slope","area_km2","Low","Moderate","High","pct_burned","Moderate_High","Fluoride_mgL","Chloride_mgL","Sulfate_mgL","Bromide_mgL","NitrateN_mgL","time_since","biome_type","ignition_date","burn_period","z_pct_burn","z_mean_slope","z_time_since","z_mod_high"
"R175",0.6518,0.05916,0.43985466,0.0136222988202,5.08649077538366,2025-02-20,"barton","02.25",21.6517976843786,15.2967350399924,20.066,28.683,11.698,60.447,40.381,0.077025,1.3566,7.2999,0.007,0.0207,9.55068493150685,"montane",2015-06-17,"older_burn",0.521910587236642,-0.331828126156992,-0.216437535409256,0.306675653431339
"R176",8.547,1.3395,7.442575086,0.23049655041342,1.61876241613147,2025-03-14,"zuma","03.25",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.6375,141.208,269.6985,0.071,3.011,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R177",1.63933333333333,0.391533333333333,0.1208902625,0.003743971429625,70.154872,2025-03-15,"coldwater","03.25",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.123766666666667,6.31796666666667,54.5362,0.00275,0.726633333333333,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R178",1.472,0.11035,0.3061273895,0.009480765252815,11.7559446253837,2025-02-22,"rattlesnake","02.25.2",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.334,12.9413333333333,266.557666666667,0.018,0.0012,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R179",7.25,2.26566666666667,3.164989407,0.09801972193479,NA,2025-03-15,"trabuco","03.25",31.6785825231332,35.4384843126044,NA,NA,NA,64.1097489734157,64.1097489734157,0.134933333333333,12.0395666666667,187.3742,0.0309,2.3419,0.312328767123288,"coastal",2024-09-09,"24_25_burn",0.626235386377822,1.27559191816781,-0.803292121347416,1.11331971153646
"R180",3.91,2.15066666666667,0.8797738286,0.027246595471742,26.7616456275653,2025-02-22,"refugio","02.25.2",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,1.915,181.219333333333,1257.18866666667,0.0716666666666667,1.6,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R181",1.98066666666667,0.3204,0.424534092,0.01314782082924,374.565728023771,2025-02-20,"bear","02.25",14.723938054294,229.250933456905,NA,NA,NA,7.02211989846269,7.02211989846269,0.2265,5.5695,5.48036666666667,0.1525,0.295,0.320547945205479,"montane",2024-09-06,"24_25_burn",-0.999771604523519,-1.44245138303838,-0.802770008726474,-0.827338720823842
"R182",5.82233333333333,0.4991,0.571006113,0.01768405931961,25.9971492979452,2025-04-19,"topanga","04.25",22.6053601073068,50.5116383921508,NA,NA,NA,18.5553946879625,18.5553946879625,0.790333333333333,117.577,536.371333333333,0.044,0.0503333333333333,0,"coastal",2025-01-07,"24_25_burn",-0.671273368748286,-0.178960045632785,-0.82313240094319,-0.435272219978539
"R183",1.284,0.208433333333333,0.5137216846,0.015909960572062,23.0885366509891,2025-02-22,"arroyohondo","02.25.2",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.535666666666667,41.0386666666667,255.007,0.012,0.0753333333333333,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R184",1.182,0.1024,2.91550819,0.0902932886443,14.5407113770335,2025-02-22,"sedgwick","02.25.2",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.1482,38.3506,41.52835,0.035,0.01665,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R185",3.78666666666667,0.3081,0.7741713416,0.023976086449352,NA,2025-02-20,"strawberry","02.25",25.1517795853814,16.8258371068259,0.295,0.105,0.005,0.406,0.11,0.137666666666667,11.7001,5.1971,0.00275,0.288733333333333,40,"montane",2018-07-25,"older_burn",-1.18821623573105,0.229263106268887,1.71781568763841,-1.06231193627872
"R186",2.0335,0.1735,0.3221884121,0.009978175122737,10.6055222779818,2025-03-16,"mission","03.25",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.608,40.1736666666667,237.240666666667,0.00275,0.0136666666666667,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R187",3.60466666666667,1.64566666666667,0.2831065905,0.008767811107785,35.3422002947556,2025-03-16,"refugio","03.25",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,0.872,99.9013333333333,647.603,0.0436666666666667,0.800333333333333,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R188",3.125,1.41433333333333,0.1920941292,0.005949155181324,178,2025-03-15,"silverado","03.25",31.1603232297385,48.3780520766323,2.599,2.31,0.137,5.046,2.447,0.52,24.8953333333333,403.409,0.00275,0.753,40,"coastal",2020-12-03,"older_burn",-1.05605673707896,1.19250841834637,1.71781568763841,-0.982867075283154
"R189",5.29733333333333,2.95066666666667,3.756570406,0.11634098547382,10.7145297167468,2025-03-15,"ortega","03.25",14.4730195967755,4.38190316790589,NA,NA,NA,100.000000000041,100.000000000041,0.446666666666667,88.508,193.659666666667,0.0906666666666667,3.61066666666667,0.312328767123288,"coastal",2024-09-09,"24_25_burn",1.64848486529517,-1.48267677578316,-0.803292121347416,2.3333864654544
"R190",3.155,1.03766666666667,1.356518266,0.04201137069802,251.170016,2025-03-15,"santiago","03.25",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.557,24.8875,245.328,0.00275,3.2185,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R191",1.144,0.088665,0.2279637463,0.007060037222911,26.8135831331393,2025-03-16,"rattlesnake","03.25",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.407666666666667,10.3393333333333,210.902,0.016,0.0012,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R192",1.29933333333333,0.07956,0.5592759956,0.017320777583732,3.23277504461515,2025-04-19,"stunt","04.25",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.281833333333333,35.9788333333333,128.801166666667,0.034,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R193",1.564,0.1147,0.4287265285,0.013277660587645,2.32964789569708,2025-04-20,"mission","04.25",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.687,78.017,339.184666666667,0.0126666666666667,0.0012,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R194",0.90805,0.075375,0.4372924072,0.013542945850984,60.5051456266363,2025-03-16,"arroyohondo","03.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.64,31.8473333333333,244.993,0.00666666666666667,0.011,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R195",1.60433333333333,0.1265,2.623197579,0.08124042902163,8.90126328911565,2025-03-16,"sedgwick","03.25",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.2284,32.61385,31.0033,0.04755,0.0068,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R196",0.7735,0.067165,0.3113439692,0.009642322726124,17.5514728711032,2025-04-20,"arroyohondo","04.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.511333333333333,41.6953333333333,271.906,0.867666666666667,0.0012,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R197",1.453,0.1236,2.827707933,0.08757411468501,NA,2025-04-20,"sedgwick","04.25",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.1922,29.8432,29.88795,0.0948,0.0012,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R198",1.058,0.0992766666666667,0.3598640002,0.011144988086194,6.00326856306085,2025-04-20,"rattlesnake","04.25",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.3115,12.574,245.098,0.0165,0.0065,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R199",0.730766666666667,0.1389,0.1252616526,0.003879353381022,36.245504,2025-04-18,"coldwater","04.25",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.1442,7.0527,66.2467,0.017,0.0537666666666667,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R200",2.229,0.358166666666667,1.496249162,0.04633883654714,NA,2025-04-18,"trabuco","04.25",31.6785825231332,35.4384843126044,NA,NA,NA,64.1097489734157,64.1097489734157,0.227333333333333,11.7973333333333,203.642333333333,0.0095,0.0823333333333333,0.312328767123288,"coastal",2024-09-09,"24_25_burn",0.626235386377822,1.27559191816781,-0.803292121347416,1.11331971153646
"R201",4.453,0.2799,4.351363608,0.13476173093976,5.43439176925355,2025-04-19,"zuma","04.25",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.3165,92.4965,197.1485,0.0895,0.0012,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R202",3.25766666666667,0.263266666666667,3.347549697,0.10367361411609,0.31614882436343,2025-04-18,"ortega","04.25",14.4730195967755,4.38190316790589,NA,NA,NA,100.000000000041,100.000000000041,0.26025,120.45575,241.3185,0.17825,0.04475,0.312328767123288,"coastal",2024-09-09,"24_25_burn",1.64848486529517,-1.48267677578316,-0.803292121347416,2.3333864654544
"R203",1.444,0.259133333333333,0.8206154792,0.025414461390824,51.819744,2025-04-18,"santiago","04.25",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.229,16.414,141.9015,0.00275,0.091,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R204",3.51266666666667,1.533,0.6211257054,0.019236263096238,12.1783383345964,2025-04-20,"refugio","04.25",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,1.50366666666667,153.732333333333,1011.36533333333,0.081,0.936333333333333,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R205",1.33166666666667,0.636233333333333,0.1337390805,0.004141899323085,23,2025-04-18,"silverado","04.25",31.1603232297385,48.3780520766323,2.599,2.31,0.137,5.046,2.447,0.753,20.249,440.641,0.007,0.314,40,"coastal",2020-12-03,"older_burn",-1.05605673707896,1.19250841834637,1.71781568763841,-0.982867075283154
"R206",0.728033333333333,0.148566666666667,0.2809523014,0.008701092774358,24.918784,2025-05-23,"coldwater","05.25",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.1245,8.10475,59.90475,0.018,0.046,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R207",1.46825,0.103575,2.837051516,0.08786348545052,8.18596449468733,2025-05-25,"sedgwick","05.25",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.2027,30.9029,30.16285,0.0618,0.0012,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R208",1.081,0.09929,0.2553593181,0.007908478081557,NA,2025-05-25,"rattlesnake","05.25",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.269333333333333,13.7576666666667,260.755,0.0156666666666667,0.0012,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R209",1.585,0.116866666666667,0.2665562483,0.008255247009851,0.394605880993818,2025-05-25,"mission","05.25",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.714,84.931,365.123,0.008,0.0012,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R210",1.04766666666667,0.1964,0.5118223389,0.015851137835733,28.3168,2025-05-23,"santiago","05.25",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.154833333333333,18.0401666666667,170.669833333333,0.0065,0.0723333333333333,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R211",0.85445,0.07981,0.2510938208,0.007776375630176,9.24956802730322,2025-05-25,"arroyohondo","05.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.595666666666667,49.9766666666667,306.060333333333,0.028,0.0012,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R212",1.117,0.0833866666666667,0.5952255669,0.018434135806893,NA,2025-05-24,"stunt","05.25",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.313,36.0678333333333,123.551666666667,0.0246666666666667,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R213",3.91525,0.273825,0.6301318985,0.019515184896545,0.631145965116192,2025-05-24,"santaynez","05.25",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,0.877666666666667,61.044,683.030333333333,0.0346666666666667,0.00833333333333333,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R214",3.923,0.8657,0.3961207266,0.012267858902802,9.83747741261187,2025-05-25,"refugio","05.25",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,2.187,152.782666666667,1126.92066666667,0.0746666666666667,0.316,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R215",5.82625,0.56915,0.7241104838,0.022425701683286,10.6260057701957,2025-05-24,"topanga","05.25",22.6053601073068,50.5116383921508,NA,NA,NA,18.5553946879625,18.5553946879625,0.526666666666667,142.326,648.322333333333,0.155666666666667,0.0966666666666667,0,"coastal",2025-01-07,"24_25_burn",-0.671273368748286,-0.178960045632785,-0.82313240094319,-0.435272219978539
"R216",4.13933333333333,0.2494,3.600929235,0.11152077840795,2.29512384371759,2025-05-24,"zuma","05.25",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.2606,90.7036,212.659,0.102,0.0012,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R217",2.557,0.161866666666667,1.192702334,0.03693799128398,NA,2025-05-23,"ortega","05.25",14.4730195967755,4.38190316790589,NA,NA,NA,100.000000000041,100.000000000041,0.31575,129.56675,263.75425,0.221,0.0012,0.312328767123288,"coastal",2024-09-09,"24_25_burn",1.64848486529517,-1.48267677578316,-0.803292121347416,2.3333864654544
"R218",2.16966666666667,0.214066666666667,0.796544279,0.02466897632063,24.1960919737218,2025-05-23,"trabuco","05.25",31.6785825231332,35.4384843126044,NA,NA,NA,64.1097489734157,64.1097489734157,0.189833333333333,12.4096666666667,214.594833333333,0.011,0.0145,0.312328767123288,"coastal",2024-09-09,"24_25_burn",0.626235386377822,1.27559191816781,-0.803292121347416,1.11331971153646
"R219",1.15066666666667,1.04633333333333,0.08260668029,0.0025583288885813,14.0941744139484,2025-05-23,"silverado","05.25",31.1603232297385,48.3780520766323,2.599,2.31,0.137,5.046,2.447,0.629666666666667,37.9276666666667,469.141666666667,0.009,0.666333333333333,40,"coastal",2020-12-03,"older_burn",-1.05605673707896,1.19250841834637,1.71781568763841,-0.982867075283154
"R220",1.20933333333333,0.0998466666666667,0.7954779046,0.024635950705462,1.46490729000609,2025-06-28,"stunt","06.25",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.313666666666667,34.9378333333333,112.868833333333,0.0675,0.00516666666666667,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R221",0.9816,1.013,0.3332771865,0.010321594465905,0.387818745493976,2025-10-10,"santiago","10.25",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.388166666666667,70.8755,186.046166666667,0.0396666666666667,3.05116666666667,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R222",10.3533333333333,0.682333333333333,4.783184626,0.14813522786722,0.255713654379648,2025-06-28,"santaynez","06.25",23.0759953397363,0.387108115834147,NA,NA,NA,58.0699811968997,58.0699811968997,0.7075,243.56625,127.986,0.2985,0.01775,0,"coastal",2025-01-07,"24_25_burn",0.454206791265882,-0.103511283308822,-0.82313240094319,0.9080015637184
"R223",1.41933333333333,0.09898,2.582160022,0.07996949588134,4.01997425820309,2025-06-29,"sedgwick","06.25",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.20805,43.01785,48.86905,0.33105,0.0012,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R224",1.0345,0.11705,0.2346139018,0.007265992538746,16.211368,2025-06-27,"coldwater","06.25",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.153333333333333,7.18713333333333,60.7625666666667,0.576466666666667,0.181833333333333,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R225",1.22766666666667,0.1111,0.3310718939,0.010253296554083,1.75084329054884,2025-06-29,"rattlesnake","06.25",29.582816675731,5.70886057411786,2.92,6.885,0.907,10.712,7.792,0.303333333333333,17.283,314.052,0.0206666666666667,0.00566666666666667,7.08219178082192,"montane",2017-12-04,"older_burn",-0.894674038940439,0.939614225866578,-0.373245359231996,-0.801167125766126
"R226",4.02033333333333,0.745766666666667,0.3449347599,0.010682629514103,2.20899441952648,2025-06-29,"refugio","06.25",19.1964115614845,20.5083890270747,19.29,16.247,1.053,36.59,17.3,2.02633333333333,234.245,1405.963,0.179666666666667,0.355666666666667,3.22739726027397,"montane",2021-10-11,"older_burn",-0.157600007449326,-0.725457483320619,-0.618116178453524,-0.477948581330596
"R227",0.7855,0.0786466666666667,0.1967846293,0.006094419969421,7.16631149234397,2025-06-29,"arroyohondo","06.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.709,55.236,312.0845,0.0355,0.0012,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R228",4.0515,0.262175,3.089249039,0.09567404273783,1.07936967518685,2025-06-28,"zuma","06.25",18.8910987905283,6.92647273861432,34.924,51.234,2.57,88.728,53.804,0.236,120.524,242.93,0.1215,0.0012,6.15342465753425,"coastal",2018-11-08,"older_burn",1.32742842805124,-0.774402970405015,-0.432244085398377,0.762982187082803
"R229",2.42966666666667,0.0855966666666667,1.592738064,0.04932709784208,0.600608257854683,2025-07-15,"james","07.25",23.0698825511274,2.79902495642221,NA,NA,NA,0,0,0.0876666666666667,5.46793333333333,1.2261,0.1484,0.0790666666666667,40,"montane",1984-01-01,"older_burn",-1.19978019186311,-0.10449124040321,1.71781568763841,-1.06605131784034
"R230",1.1155,0.0063,0.7040107178,0.021803211930266,0.998577757873137,2025-10-11,"stunt","10.25",24.0868496904551,2.06245789335582,NA,NA,NA,1.69451793620722,1.69451793620722,0.363,37.00875,100.44575,0.07325,0.0012,40,"coastal",2025-01-07,"24_25_burn",-1.15151582959886,0.0585414156738091,1.71781568763841,-1.00844723487223
"R231",0.5316,0.253166666666667,0.0607039866,0.001880002465002,200.766112,2025-07-21,"lytle","07.25",29.8006911316897,119.543805261549,NA,NA,NA,9.92384966251227,9.92384966251227,0.329533333333333,1.89946666666667,24.8580666666667,0.4374,0.330233333333333,0.487671232876712,"montane",2024-07-07,"24_25_burn",-0.917122649600968,0.974542248486641,-0.792153718767332,-0.728696222855672
"R232",4.064,0.270766666666667,0.5758581161,0.017834325855617,2.47512395766576,2025-06-28,"topanga","06.25",22.6053601073068,50.5116383921508,NA,NA,NA,18.5553946879625,18.5553946879625,2.473,184.9475,798.4195,0.163,0.0012,0,"coastal",2025-01-07,"24_25_burn",-0.671273368748286,-0.178960045632785,-0.82313240094319,-0.435272219978539
"R233",2.76633333333333,0.115166666666667,1.973162015,0.06110882760455,1.07006475771291,2025-06-27,"james","06.25",23.0698825511274,2.79902495642221,NA,NA,NA,0,0,0.1902,6.07183333333333,2.00996666666667,0.0226666666666667,0.0172666666666667,40,"montane",1984-01-01,"older_burn",-1.19978019186311,-0.10449124040321,1.71781568763841,-1.06605131784034
"R234",1.193,0.231266666666667,0.3438683856,0.010649603902032,16.706912,2025-06-27,"santiago","06.25",30.2474959955051,32.6311030982699,NA,NA,NA,23.7980499870094,23.7980499870094,0.205166666666667,21.9336666666667,163.829166666667,0.0158333333333333,0.0865,0.312328767123288,"coastal",2024-09-09,"24_25_burn",-0.52194864979834,1.04617070222813,-0.803292121347416,-0.257051414894911
"R235",1.9405,0.12985,0.2292858352,0.007100982316144,0.298986550925824,2025-06-29,"mission","06.25",29.5379031390704,7.20583457216083,28.249,42.815,9.139,80.203,51.954,0.578333333333333,107.629333333333,439.42,0.0446666666666667,0.0012,15.6712328767123,"montane",2009-05-05,"older_burn",1.0846138319286,0.932414019594013,0.172362329651791,0.700092588091876
"R236",0.83735,0.07011,0.2510938208,0.007776375630176,5.7823681615877,2025-07-17,"arroyohondo","07.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.659333333333333,59.348,338.451,0.0423333333333333,0.0012,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R237",16.625,0.64845,4.065591197,0.12591135937109,NA,2025-07-21,"willow","07.25",11.5392255058093,18.2661940993031,1.219,0.476,0.01,1.705,0.486,1.9167,39.828,2.7515,0.013,0.6351,40,"montane",2003-10-25,"older_burn",-1.15121727263858,-1.95300096280605,1.71781568763841,-1.04953005021354
"R238",0.87865,0.0971,0.2437534644,0.007549044792468,2.64371827046036,2025-10-12,"arroyohondo","10.25",25.4879696439283,11.2736402730906,20.816,55.765,18.812,95.393,74.577,0.605666666666667,67.5026666666667,315.348666666667,0.0603333333333333,0.00566666666666667,3.22739726027397,"montane",2021-10-11,"older_burn",1.51726529411076,0.283158611907176,-0.618116178453524,1.46914739780633
"R239",1.62333333333333,0.118866666666667,0.7214195747,0.022342364228459,NA,2025-07-22,"pacoima","07.25",29.9230422770682,65.0796153294076,40.406,9.566,0.753,50.725,10.319,0.797566666666667,11.4473666666667,194.884833333333,0.0103333333333333,0.0012,8.45205479452055,"montane",2016-07-22,"older_burn",0.245002258379829,0.994156679901121,-0.286226589075093,-0.715263332982303
"R240",0.9454,1.68,0.101831796,0.00315373072212,102.436024,2025-07-21,"cajon","07.25",17.0647835935242,152.524925097649,30.09,12.783,2.072,44.945,14.855,0.9715,21.5235,129.6755,0.01625,3.0165,8.38356164383562,"desert",2016-08-16,"older_burn",0.080372538076149,-1.06718432575761,-0.290577527582938,-0.561064835132118
"R241",1.46766666666667,0.487866666666667,0.5228623019,0.016193045489843,12.494788,2025-07-14,"coldwater","07.25",34.7287640588841,10.9541139614207,22.794,33.667,34.24,90.701,67.907,0.1934,21.7384,70.0084333333333,0.00275,0.260666666666667,6.41095890410959,"coastal",2018-08-06,"older_burn",1.38362469762895,1.76457448019957,-0.415884556608879,1.24240489766066
"R242",1.0925,0.20415,0.1365774773,0.004229804471981,185.229045805801,2025-07-15,"bear","07.25",14.723938054294,229.250933456905,NA,NA,NA,7.02211989846269,7.02211989846269,0.4397,5.36926666666667,6.86616666666667,0.0275333333333333,0.2849,0.320547945205479,"montane",2024-09-06,"24_25_burn",-0.999771604523519,-1.44245138303838,-0.802770008726474,-0.827338720823842
"R243",1.533,0.281866666666667,1.299694404,0.04025153569188,1.23153171701528,2025-07-15,"strawberry","07.25",25.1517795853814,16.8258371068259,0.295,0.105,0.005,0.406,0.11,0.07755,10.06745,3.8471,0.216775,0.29455,40,"montane",2018-07-25,"older_burn",-1.18821623573105,0.229263106268887,1.71781568763841,-1.06231193627872
"R244",1.397,0.087,2.511274165,0.07777416089005,6.10253911150468,2025-07-17,"sedgwick","07.25",17.3266080582131,23.5363374873592,NA,NA,NA,58.1576370364535,58.1576370364535,0.17305,37.46485,35.7122,0.1032,0.0012,0.493150684931507,"montane",2024-07-05,"24_25_burn",0.45670346191445,-1.02521056254203,-0.791805643686705,0.910981369447454
"R245",12.55,0.931266666666667,0.1253334014,0.003881575441358,0.545726292365267,2025-07-22,"government","07.25",23.4870495927586,6.41384466375615,NA,NA,NA,99.9999999999946,99.9999999999946,0.35125,26.08505,99.9676,0.00995,1.2983,0.315068493150685,"montane",2024-09-08,"24_25_burn",1.64848486529383,-0.0376141032816549,-0.803118083807102,2.33338646545281
"R246",0.702,0.052725,0.1445695772,0.004477319805884,1.83506479552292,2025-07-15,"barton","07.25",21.6517976843786,15.2967350399924,20.066,28.683,11.698,60.447,40.381,0.1514,1.58176666666667,7.9315,0.01715,0.0156,9.55068493150685,"montane",2015-06-17,"older_burn",0.521910587236642,-0.331828126156992,-0.216437535409256,0.306675653431339
